3,6.5
2.93218,6.52785
2.90197,6.5677
2.86678,6.60321
2.82954,6.63657
2.79368,6.67142
2.75696,6.70536
2.71998,6.73901
2.68362,6.77333
2.64682,6.80718
2.60991,6.84091
2.57335,6.87502
2.53655,6.90887
2.49967,6.94263
2.46299,6.97661
2.42618,7.01045
2.3893,7.0442
2.35254,7.0781
2.31571,7.11191
2.27881,7.14566
2.24201,7.17951
2.20516,7.2133
2.16824,7.24702
2.12659,7.27467
2.08635,7.30436
2.04811,7.33657
2.01632,7.37517
1.98356,7.41294
1.95,7.45
1.87199,7.48355
1.83827,7.52047
1.80944,7.56132
1.77988,7.60165
1.75177,7.643
1.73099,7.68848
1.71399,7.7355
1.70761,7.78509
1.70158,7.83472
1.69813,7.88461
1.69471,7.93449
1.69245,7.98444
1.69017,8.03439
1.68848,8.08436
1.68676,8.13433
1.68537,8.18431
1.68396,8.23429
1.68278,8.28427
1.68157,8.33426
1.68053,8.38425
1.67948,8.43424
1.67855,8.48423
1.67762,8.53422
1.67679,8.58421
1.67596,8.63421
1.67521,8.6842
1.67446,8.7342
1.67379,8.78419
1.67312,8.83419
1.67251,8.88418
1.6719,8.93418
1.67135,8.98418
1.6708,9.03417
1.67029,9.08417
1.66979,9.13417
1.66934,9.18417
1.66888,9.23416
1.66847,9.28416
1.66805,9.33416
1.66767,9.38416
1.66729,9.43416
1.66695,9.48416
1.6666,9.53415
1.66628,9.58415
1.66597,9.63415
1.66568,9.68415
1.66539,9.73415
1.66512,9.78415
1.66486,9.83415
1.66462,9.88415
1.66437,9.93415
1.66415,9.98415
1.66393,10.0341
1.66372,10.0841
1.66352,10.1341
1.66333,10.1841
1.66315,10.2341
1.66297,10.2841
1.6628,10.3341
1.66264,10.3841
1.66248,10.4341
1.66234,10.4841
1.66219,10.5341
1.66206,10.5841
1.66193,10.6341
1.6618,10.6841
1.66168,10.7341
1.66157,10.7841
1.66145,10.8341
1.66135,10.8841
1.66124,10.9341
1.66115,10.9841
1.66105,11.0341
1.66097,11.0841
1.66088,11.1341
1.6608,11.1841
1.66072,11.2341
1.66064,11.2841
1.66057,11.3341
1.6605,11.3841
1.66043,11.4341
1.66037,11.4841
1.6603,11.5341
1.66024,11.5841
1.66019,11.6341
1.66013,11.6841
1.66008,11.7341
1.66003,11.7841
1.65998,11.8341
1.65994,11.8841
1.65989,11.9341
1.65985,11.9841
1.65981,12.0341
1.65977,12.0841
1.65973,12.1341
1.6597,12.1841
1.65966,12.2341
1.65963,12.2841
1.6596,12.3341
1.65957,12.3841
1.65954,12.4341
1.65951,12.4841
1.65948,12.5341
1.65946,12.5841
1.65943,12.6341
1.65941,12.6841
1.65939,12.7341
1.65937,12.7841
1.65934,12.8341
1.65932,12.8841
1.65931,12.9341
1.65929,12.9841
1.65927,13.0341
1.65925,13.0841
1.65924,13.1341
1.65922,13.1841
1.65921,13.2341
1.65919,13.2841
1.65918,13.3341
1.65917,13.3841
1.65915,13.4341
1.65914,13.4841
1.65913,13.5341
1.65912,13.5841
1.65911,13.6341
1.6591,13.6841
1.65909,13.7341
1.65908,13.7841
1.65907,13.8341
1.65906,13.8841
1.65905,13.9341
1.65905,13.9841
1.65904,14.0341
1.65903,14.0841
1.65903,14.1341
1.65902,14.1841
1.65901,14.2341
1.65901,14.2841
1.659,14.3341
1.659,14.3841
1.65899,14.4341
1.65899,14.4841
1.65898,14.5341
1.65898,14.5841
1.65897,14.6341
1.65897,14.6841
1.65896,14.7341
1.65896,14.7841
1.65896,14.8341
1.65895,14.8841
1.65895,14.9341
1.65895,14.9841
1.65894,15.0341
1.65894,15.0841
1.65894,15.1341
1.65894,15.1841
